YearMonth,PracticeCode,NumberOfPatients
202406,Y04969,4964
202406,Y04977,5554
202406,Y04995,19076
202406,Y05023,4899
202406,Y05080,3104
202406,Y05167,13158
202406,Y05212,5790
202406,Y05248,3300
202406,Y05286,17083
202406,Y05291,4099
202406,Y05317,7104
202406,Y05318,5997
202406,Y05330,5238
202406,Y05346,3532
202406,Y05349,5299
202406,Y05363,3131
202406,Y05364,3440
202406,Y05369,6424
202406,Y05412,36
202406,Y05622,5205
202406,Y05690,7077
202406,Y05733,6953
202406,Y05750,114
202406,Y05788,503
202406,Y05826,6278
202406,Y05857,148
202406,Y06007,8542
202406,Y06095,12
202406,Y06113,441
202406,Y06218,9569
202406,Y06275,6227
202406,Y06345,1421
202406,Y06356,10057
202406,Y06378,6979
202406,Y06389,920
202406,Y06443,12903
202406,Y06499,251
202406,Y06545,298
202406,Y06592,170
202406,Y06659,3504
202406,Y06792,7310
202406,Y06810,14638
202406,Y06826,1
202406,Y07014,13804
202406,Y07016,17
202406,Y07020,551
202406,Y07025,8525
202406,Y07040,109
202406,Y07057,12211
202406,Y07059,19249
202406,Y07060,25518
202406,Y07274,2536
202406,Y07275,2899
202406,Y07377,202
202406,Y07697,67
202406,Y07819,48
202406,Y08082,3
202406,Y08371,817
202407,A81001,3901
202407,A81002,18726
202407,A81004,11202
202407,A81005,7800
202407,A81006,14604
202407,A81007,10337
202407,A81009,8380
202407,A81011,11744
202407,A81012,5546
202407,A81013,7489
202407,A81014,4162
202407,A81016,12076
202407,A81017,18511
202407,A81018,10157
202407,A81019,8971
202407,A81020,7953
202407,A81021,22857
202407,A81022,9406
202407,A81023,9251
202407,A81025,4243
202407,A81026,20908
202407,A81027,14863
202407,A81029,7382
202407,A81030,16167
202407,A81031,13710
202407,A81032,11394
202407,A81034,21097
202407,A81035,9933
202407,A81036,16635
202407,A81037,6944
202407,A81038,3802
202407,A81039,12141
202407,A81040,8549
202407,A81041,9413
202407,A81042,15144
202407,A81044,18926
202407,A81045,6114
202407,A81046,12285
202407,A81048,6980
202407,A81049,6533
202407,A81051,7340
202407,A81052,10135
202407,A81053,5939
202407,A81054,8588
202407,A81056,2453
202407,A81057,9589
202407,A81058,9324
202407,A81060,6156
202407,A81063,5395
202407,A81064,8895
202407,A81065,3782
202407,A81066,5307
202407,A81067,11077
202407,A81070,6274
202407,A81602,2251
202407,A81608,11890
202407,A81610,7984
202407,A81611,8997
202407,A81612,3934
202407,A81618,10145
202407,A81621,2739
202407,A81622,5808
202407,A81629,6842
202407,A81631,7462
202407,A81634,3177
202407,A82003,11890
202407,A82004,2224
202407,A82005,5946
202407,A82006,5073
202407,A82007,11385
202407,A82008,11988
202407,A82009,9265
202407,A82010,6739
202407,A82012,16803
202407,A82013,6598
202407,A82014,4359
202407,A82015,13889
202407,A82016,38671
202407,A82018,13404
202407,A82019,3
202407,A82020,16455
202407,A82021,18200
202407,A82022,5109
202407,A82023,6189
202407,A82024,5960
202407,A82025,11431
202407,A82026,17432
202407,A82027,9977
202407,A82028,8306
202407,A82029,3480
202407,A82030,6530
202407,A82031,3274
202407,A82032,13748
202407,A82033,7952
202407,A82035,14555
202407,A82036,11232
202407,A82037,4363
202407,A82038,4756
202407,A82039,8837
202407,A82041,13935
202407,A82044,23405
202407,A82045,9017
202407,A82046,4897
202407,A82047,33047
202407,A82053,7579
202407,A82055,7033
202407,A82062,6122
202407,A82064,6005
202407,A82068,4595
202407,A82070,6659
202407,A82071,4216
202407,A82072,7444
202407,A82075,7406
202407,A82608,4596
202407,A82613,1107
202407,A82617,2744
202407,A82620,938
202407,A82629,3107
202407,A82631,3727
202407,A82646,3793
202407,A82647,3197
202407,A82650,2922
202407,A82651,4938
202407,A82654,7706
202407,A83001,15282
202407,A83003,9195
202407,A83005,12148
202407,A83006,8614
202407,A83007,10110
202407,A83008,5323
202407,A83009,7906
202407,A83010,13273
202407,A83011,32278
202407,A83012,15789
202407,A83013,13358
202407,A83014,6204
202407,A83015,9825
202407,A83016,10852
202407,A83018,16979
202407,A83020,13544
202407,A83021,15600
202407,A83022,26751
202407,A83023,12358
202407,A83024,5475
202407,A83025,13584
202407,A83026,10768
202407,A83027,7420
202407,A83028,9393
202407,A83029,5384
202407,A83030,14278
202407,A83031,11529
202407,A83032,2562
202407,A83033,9803
202407,A83034,11084
202407,A83035,7195
202407,A83036,10565
202407,A83037,13258
202407,A83038,6082
202407,A83040,12301
202407,A83041,7347
202407,A83043,2659
202407,A83044,8217
202407,A83045,14886
202407,A83046,10835
202407,A83047,15028
202407,A83048,6197
202407,A83049,15924
202407,A83050,12772
202407,A83051,11263
202407,A83052,8694
202407,A83054,16691
202407,A83055,4973
202407,A83057,18304
202407,A83060,2927
202407,A83061,3630
202407,A83066,12433
202407,A83070,5776
202407,A83071,4655
202407,A83072,4115
202407,A83073,5258
202407,A83074,12188
202407,A83075,8328
202407,A83610,3453
202407,A83616,8397
202407,A83617,2631
202407,A83618,7619
202407,A83619,3471
202407,A83622,1721
202407,A83626,2220
202407,A83627,6560
202407,A83634,2733
202407,A83635,4371
202407,A83636,5960
202407,A83637,4187
202407,A83641,4822
202407,A83644,3557
202407,A84002,6122
202407,A84005,12601
202407,A84006,18903
202407,A84007,10873
202407,A84008,4472
202407,A84009,27219
202407,A84011,8484
202407,A84013,6312
202407,A84014,13454
202407,A84016,6949
202407,A84018,7204
202407,A84020,8052
202407,A84022,12034
202407,A84024,10359
202407,A84025,5269
202407,A84026,9148
202407,A84027,3441
202407,A84028,19364
202407,A84029,4531
202407,A84030,10890
202407,A84031,10491
202407,A84033,5821
202407,A84034,5564
202407,A84035,5965
202407,A84036,50441
202407,A84037,5993
202407,A84038,8597
202407,A84039,6903
202407,A84040,3439
202407,A84042,2077
202407,A84044,7209
202407,A84045,5292
202407,A84047,5345
202407,A84604,4837
202407,A84614,2101
202407,A84619,4178
202407,A85001,7606
202407,A85002,3912
202407,A85004,10407
202407,A85005,17592
202407,A85006,8964
202407,A85007,8586
202407,A85008,15441
202407,A85009,6408
202407,A85010,11435
202407,A85011,7443
202407,A85013,3986
202407,A85014,20424
202407,A85016,12006
202407,A85017,7775
202407,A85018,4760
202407,A85019,10688
202407,A85020,15686
202407,A85021,4799
202407,A85023,5523
202407,A85024,2564
202407,A85026,5601
202407,A85611,5341
202407,A85614,7844
202407,A85616,4756
202407,A85617,3795
202407,A86003,42107
202407,A86004,15217
202407,A86005,6014
202407,A86006,5813
202407,A86008,13210
202407,A86010,10604
202407,A86011,10687
202407,A86012,12236
202407,A86013,7379
202407,A86016,9567
202407,A86017,11438
202407,A86018,13265
202407,A86020,16374
202407,A86021,10080
202407,A86022,8460
202407,A86023,10041
202407,A86024,7544
202407,A86025,13734
202407,A86026,7281
202407,A86027,20376
202407,A86028,7485
202407,A86029,20134
202407,A86030,10918
202407,A86031,10382
202407,A86033,8036
202407,A86036,10948
202407,A86037,8016
202407,A86038,6069
202407,A86040,6676
202407,A86041,6690
202407,A86601,9042
202407,A87002,5852
202407,A87004,24408
202407,A87005,13436
202407,A87006,5881
202407,A87007,18024
202407,A87008,8599
202407,A87009,15558
202407,A87011,6536
202407,A87012,7559
202407,A87013,9362
202407,A87016,12741
202407,A87017,6428
202407,A87019,5017
202407,A87020,13329
202407,A87022,9553
202407,A87023,1
202407,A87029,20661
202407,A87030,6078
202407,A87600,4848
202407,A87612,6477
202407,A87615,5316
202407,A88001,3666
202407,A88002,17047
202407,A88003,22748
202407,A88004,9140
202407,A88005,4511
202407,A88006,7862
202407,A88008,6521
202407,A88009,6142
202407,A88010,3281
202407,A88012,6139
202407,A88013,19153
202407,A88014,2883
202407,A88015,7353
202407,A88016,8219
202407,A88022,11120
202407,A88023,5369
202407,A88025,4509
202407,A88601,4169
202407,A88608,5907
202407,A88613,4272
202407,A89001,13460
202407,A89002,7016
202407,A89004,11820
202407,A89005,5697
202407,A89006,8282
202407,A89007,10216
202407,A89008,5497
202407,A89009,9448
202407,A89010,12370
202407,A89011,4744
202407,A89012,11357
202407,A89013,5589
202407,A89015,9224
202407,A89016,9340
202407,A89017,14687
202407,A89018,5362
202407,A89019,15064
202407,A89020,8766
202407,A89021,8505
202407,A89022,5184
202407,A89023,8246
202407,A89024,7422
202407,A89025,10268
202407,A89026,7267
202407,A89027,6412
202407,A89028,7356
202407,A89030,6582
202407,A89031,6937
202407,A89032,9228
202407,A89034,4369
202407,A89035,10223
202407,A89036,2120
202407,A89040,4659
202407,A89041,8258
202407,A89614,4555
202407,A89616,2677
202407,A89617,3685
202407,A89623,2995
202407,B81003,12799
202407,B81004,12373
202407,B81005,17006
202407,B81006,14509
202407,B81007,9798
202407,B81008,37719
202407,B81009,9331
202407,B81011,10303
202407,B81012,3287
202407,B81013,8807
202407,B81015,16759
202407,B81016,10277
202407,B81017,17610
202407,B81018,9308
202407,B81020,8116
202407,B81022,12850
202407,B81024,10379
202407,B81025,33926
202407,B81026,20363
202407,B81027,8062
202407,B81029,11669
202407,B81030,24439
202407,B81031,21324
202407,B81032,5353
202407,B81034,11449
202407,B81035,7215
202407,B81036,18560
202407,B81037,14613
202407,B81038,8116
202407,B81039,34602
202407,B81040,15449
202407,B81041,6225
202407,B81042,13699
202407,B81043,14931
202407,B81045,12484
202407,B81046,8755
202407,B81047,7559
202407,B81048,57140
202407,B81051,10267
202407,B81052,8065
202407,B81054,7865
202407,B81061,46970
202407,B81063,7230
202407,B81064,10326
202407,B81065,11142
202407,B81068,17607
202407,B81069,26918
202407,B81074,12797
202407,B81075,3395
202407,B81082,6459
202407,B81085,5416
202407,B81087,7973
202407,B81088,8063
202407,B81090,4627
202407,B81091,5385
202407,B81092,12107
202407,B81097,2702
202407,B81099,10553
202407,B81100,4196
202407,B81101,23378
202407,B81104,7865
202407,B81108,4556
202407,B81109,12041
202407,B81112,13032
202407,B81113,9510
202407,B81118,7830
202407,B81119,6486
202407,B81606,4406
202407,B81616,2830
202407,B81617,9651
202407,B81619,2851
202407,B81628,2855
202407,B81631,4646
202407,B81635,3546
202407,B81642,4329
202407,B81645,2702
202407,B81647,3104
202407,B81648,1615
202407,B81653,7404
202407,B81655,3187
202407,B81656,6791
202407,B81663,2862
202407,B81665,2352
202407,B81666,2363
202407,B81675,14137
202407,B81697,2824
202407,B82002,7733
202407,B82004,10941
202407,B82005,58228
202407,B82007,9639
202407,B82008,8729
202407,B82010,7940
202407,B82011,5613
202407,B82012,15110
202407,B82013,20168
202407,B82014,6885
202407,B82016,8396
202407,B82017,13596
202407,B82018,6596
202407,B82019,4112
202407,B82021,9796
202407,B82022,5682
202407,B82023,6311
202407,B82024,9421
202407,B82025,21125
202407,B82026,32836
202407,B82027,14205
202407,B82029,3251
202407,B82030,5838
202407,B82031,10917
202407,B82032,12236
202407,B82033,10965
202407,B82034,6378
202407,B82035,3562
202407,B82036,7703
202407,B82037,8890
202407,B82038,25138
202407,B82041,15978
202407,B82042,8562
202407,B82044,9305
202407,B82045,4139
202407,B82046,3126
202407,B82047,19743
202407,B82049,7905
202407,B82050,21250
202407,B82053,14917
202407,B82054,15707
202407,B82057,7321
202407,B82059,11090
202407,B82060,12843
202407,B82061,7432
202407,B82063,9515
202407,B82064,3531
202407,B82066,9797
202407,B82067,8216
202407,B82068,3656
202407,B82069,7497
202407,B82071,7524
202407,B82072,5092
202407,B82073,10732
202407,B82074,18679
202407,B82075,9657
202407,B82077,6097
202407,B82078,6138
202407,B82079,3710
202407,B82080,18820
202407,B82081,7280
202407,B82083,44583
202407,B82086,5055
202407,B82088,10572
202407,B82091,7770
202407,B82097,11381
202407,B82098,25474
202407,B82100,8232
202407,B82101,5225
202407,B82104,8197
202407,B82105,9388
202407,B82106,4513
202407,B82609,4020
202407,B82619,1700
202407,B82622,1538
202407,B82628,4133
202407,B83002,5442
202407,B83005,7183
202407,B83008,20054
202407,B83009,15823
202407,B83010,10072
202407,B83012,10987
202407,B83014,13527
202407,B83015,8660
202407,B83016,8650
202407,B83018,12565
202407,B83019,6934
202407,B83020,18402
202407,B83022,9560
202407,B83025,4474
202407,B83026,5789
202407,B83028,10901
202407,B83029,10122
202407,B83031,3961
202407,B83032,4131
202407,B83033,86725
202407,B83034,7080
202407,B83035,11223
202407,B83037,10100
202407,B83038,18823
202407,B83039,24190
202407,B83041,14825
202407,B83042,8559
202407,B83045,12727
202407,B83051,11488
202407,B83052,24714
202407,B83054,6325
202407,B83055,32302
202407,B83056,8291
202407,B83058,8797
202407,B83062,8833
202407,B83063,20316
202407,B83064,11422
202407,B83067,7759
202407,B83604,4410
202407,B83611,11483
202407,B83614,9806
202407,B83620,3447
202407,B83621,4399
202407,B83622,4215
202407,B83624,17241
202407,B83626,6480
202407,B83627,3716
202407,B83628,9931
202407,B83629,3158
202407,B83641,9419
202407,B83642,4337
202407,B83653,7703
202407,B83657,5808
202407,B83659,3810
202407,B83660,6101
202407,B83661,2979
202407,B84001,10237
202407,B84003,7943
202407,B84004,18528
202407,B84006,16197
202407,B84007,10653
202407,B84008,15915
202407,B84009,11592
202407,B84010,10515
202407,B84011,11174
202407,B84012,28877
202407,B84013,9056
202407,B84014,5198
202407,B84016,11104
202407,B84019,16845
202407,B84021,8809
202407,B84612,9013
202407,B84613,9912
202407,B84618,8607
202407,B84623,4932
202407,B85001,6963
202407,B85002,4528
202407,B85004,6040
202407,B85005,6788
202407,B85006,15313
202407,B85008,6146
202407,B85009,8642
202407,B85010,6842
202407,B85012,10807
202407,B85014,9526
202407,B85015,8831
202407,B85016,10402
202407,B85018,9252
202407,B85019,17253
202407,B85020,6728
202407,B85021,9013
202407,B85022,7845
202407,B85023,6341
202407,B85024,9489
202407,B85025,12172
202407,B85026,8023
202407,B85027,10557
202407,B85028,16717
202407,B85030,9308
202407,B85031,6907
202407,B85032,6017
202407,B85033,5506
202407,B85036,8248
202407,B85037,5836
202407,B85038,5873
202407,B85041,15782
202407,B85042,8944
202407,B85044,3122
202407,B85048,4398
202407,B85051,7638
202407,B85054,9917
202407,B85055,12428
202407,B85058,3017
202407,B85059,8031
202407,B85060,2488
202407,B85061,9497
202407,B85062,14769
202407,B85606,4668
202407,B85610,10695
202407,B85611,3792
202407,B85612,4330
202407,B85614,6872
202407,B85619,3105
202407,B85620,2653
202407,B85623,3438
202407,B85634,3666
202407,B85636,4236
202407,B85640,3438
202407,B85641,4494
202407,B85645,2484
202407,B85646,6261
202407,B85650,4942
202407,B85652,7677
202407,B85655,2649
202407,B85659,1981
202407,B85660,6593
202407,B86002,15477
202407,B86003,17185
202407,B86004,8427
202407,B86005,5634
202407,B86006,15241
202407,B86007,9049
202407,B86008,19421
202407,B86009,8216
202407,B86010,9891
202407,B86011,9932
202407,B86012,19331
202407,B86013,20704
202407,B86014,13436
202407,B86015,14127
202407,B86016,18266
202407,B86017,16415
202407,B86018,7681
202407,B86019,19856
202407,B86020,11191
202407,B86022,14165
202407,B86024,9184
202407,B86025,10894
202407,B86028,5232
202407,B86029,5715
202407,B86030,11653
202407,B86032,18896
202407,B86033,11900
202407,B86034,6789
202407,B86035,9379
202407,B86036,11298
202407,B86038,11273
202407,B86039,9632
202407,B86041,7929
202407,B86042,15537
202407,B86043,9950
202407,B86044,28138
202407,B86048,14477
202407,B86049,10216
202407,B86050,20559
202407,B86051,14910
202407,B86052,11658
202407,B86054,6307
202407,B86055,6499
202407,B86057,19426
202407,B86059,15999
202407,B86060,10817
202407,B86061,5269
202407,B86062,8381
202407,B86064,16689
202407,B86066,14262
202407,B86067,17063
202407,B86068,7748
202407,B86069,14435
202407,B86070,4621
202407,B86071,8678
202407,B86075,13058
202407,B86081,15174
202407,B86086,7449
202407,B86089,5916
202407,B86092,6718
202407,B86093,5856
202407,B86094,4876
202407,B86096,5594
202407,B86100,7799
202407,B86101,3462
202407,B86103,4461
202407,B86104,16669
202407,B86106,7511
202407,B86108,6258
202407,B86109,7656
202407,B86110,41351
202407,B86623,5334
202407,B86625,1
202407,B86642,3044
202407,B86643,3723
202407,B86648,2393
202407,B86655,1987
202407,B86658,10689
202407,B86666,5367
202407,B86667,7973
202407,B86669,2720
202407,B86672,6626
202407,B86673,7402
202407,B86675,4669
202407,B86678,2837
202407,B87001,9568
202407,B87002,10929
202407,B87003,10863
202407,B87004,11524
202407,B87005,11554
202407,B87006,10951
202407,B87007,14917
202407,B87008,13643
202407,B87009,6302
202407,B87011,13335
202407,B87012,9611
202407,B87013,14175
202407,B87015,7846
202407,B87016,24238
202407,B87017,27620
202407,B87018,11421
202407,B87019,7265
202407,B87020,13720
202407,B87021,12715
202407,B87022,8820
202407,B87025,8144
202407,B87026,14647
202407,B87027,14001
202407,B87028,10938
202407,B87030,31241
202407,B87031,21880
202407,B87032,8018
202407,B87033,5131
202407,B87036,4256
202407,B87039,15304
202407,B87042,5553
202407,B87044,2414
202407,B87602,3251
202407,B87604,2686
202407,C81001,11422
202407,C81002,12388
202407,C81003,10101
